pmed.pure,v.tot,v.med,v.dir,n.med,pval.cut,n.direct,file,method,tissue,trait,treatment
0,0.557154869243642,0,0.557154869243642,0,0.05,24,res.fixed.pcut_sum_T67_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T67_lowN,lowN
0,0.133130868605989,0,0.133130868605989,0,0.05,28,res.fixed.pcut_sum_T67_lowN_ts_LMAD.csv,res.fixed,LMAD,T67_lowN,lowN
0.441631517695318,0.0959525135746681,0.0423756541966612,0.0352487412867167,3,0.05,5,res.fixed.pcut_sum_T67_lowN_ts_LMAN.csv,res.fixed,LMAN,T67_lowN,lowN
0,7.318706782311,0,7.318706782311,0,0.05,72,res.fixed.pcut_sum_T67_stdN_ts_GRoot.csv,res.fixed,GRoot,T67_stdN,stdN
0,2.81882216662808,0,2.81882216662808,0,0.05,16,res.fixed.pcut_sum_T67_stdN_ts_GShoot.csv,res.fixed,GShoot,T67_stdN,stdN
0,7.7789136086517,0,7.7789136086517,0,0.05,60,res.fixed.pcut_sum_T67_stdN_ts_Kern.csv,res.fixed,Kern,T67_stdN,stdN
1,0.41533281128855,0.41533281128855,0,5,0.05,0,res.fixed.pcut_sum_T67_stdN_ts_L3Base.csv,res.fixed,L3Base,T67_stdN,stdN
0.140947822066292,8.40317230309674,1.18440883456927,6.3052706059006,2,0.05,62,res.fixed.pcut_sum_T67_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T67_stdN,stdN
0.0332479676769917,1.62299651161405,0.0539613355580143,1.50606301719065,1,0.05,24,res.fixed.pcut_sum_T67_stdN_ts_LMAD.csv,res.fixed,LMAD,T67_stdN,stdN
0,3.32393085205985,0,3.32393085205985,0,0.05,30,res.fixed.pcut_sum_T67_stdN_ts_LMAN.csv,res.fixed,LMAN,T67_stdN,stdN
0.154516063012395,0.00434160182645614,0.000670847221391427,0.00394260595312071,1,0.05,39,res.fixed.pcut_sum_T68_lowN_ts_GRoot.csv,res.fixed,GRoot,T68_lowN,lowN
0,0.00342852335869049,0,0.00342852335869049,0,0.05,30,res.fixed.pcut_sum_T68_lowN_ts_GShoot.csv,res.fixed,GShoot,T68_lowN,lowN
0,0.00387314517302214,0,0.00387314517302214,0,0.05,10,res.fixed.pcut_sum_T68_lowN_ts_Kern.csv,res.fixed,Kern,T68_lowN,lowN
0.32913585594832,0.00569109363819208,0.00187314297588839,0.00327988006639223,2,0.05,7,res.fixed.pcut_sum_T68_lowN_ts_L3Base.csv,res.fixed,L3Base,T68_lowN,lowN
1,0.00203591839948036,0.00203591839948036,0,2,0.05,0,res.fixed.pcut_sum_T68_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T68_lowN,lowN
0,0.00426468855157075,0,0.00426468855157075,0,0.05,13,res.fixed.pcut_sum_T68_lowN_ts_LMAD.csv,res.fixed,LMAD,T68_lowN,lowN
0,0.00685073559395695,0,0.00685073559395695,0,0.05,44,res.fixed.pcut_sum_T68_lowN_ts_LMAN.csv,res.fixed,LMAN,T68_lowN,lowN
0,0.00120250684322811,0,0.00120250684322811,0,0.05,27,res.fixed.pcut_sum_T68_stdN_ts_GRoot.csv,res.fixed,GRoot,T68_stdN,stdN
0,0.00114008561853921,0,0.00114008561853921,0,0.05,19,res.fixed.pcut_sum_T68_stdN_ts_GShoot.csv,res.fixed,GShoot,T68_stdN,stdN
0,0.00129116145393806,0,0.00129116145393806,0,0.05,20,res.fixed.pcut_sum_T68_stdN_ts_Kern.csv,res.fixed,Kern,T68_stdN,stdN
0.0226902197482809,0.00114149618450762,2.59007992683021e-05,0.00106781691648299,1,0.05,27,res.fixed.pcut_sum_T68_stdN_ts_L3Base.csv,res.fixed,L3Base,T68_stdN,stdN
0.126431200633399,0.000442335419214403,5.59249981339548e-05,0.000376862937011399,1,0.05,5,res.fixed.pcut_sum_T68_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T68_stdN,stdN
0,0.0012499066583299,0,0.0012499066583299,0,0.05,45,res.fixed.pcut_sum_T68_stdN_ts_LMAD.csv,res.fixed,LMAD,T68_stdN,stdN
0.161979739676811,0.00046783438726789,7.57796922615131e-05,0.000414842319331196,1,0.05,5,res.fixed.pcut_sum_T68_stdN_ts_LMAN.csv,res.fixed,LMAN,T68_stdN,stdN
0.060252155943758,0.484958351939897,0.0292197862473105,0.410523787441416,2,0.05,27,res.fixed.pcut_sum_T69_lowN_ts_GRoot.csv,res.fixed,GRoot,T69_lowN,lowN
0,0.493650766947587,0,0.493650766947587,0,0.05,40,res.fixed.pcut_sum_T69_lowN_ts_GShoot.csv,res.fixed,GShoot,T69_lowN,lowN
0,0.472016837474989,0,0.472016837474989,0,0.05,39,res.fixed.pcut_sum_T69_lowN_ts_Kern.csv,res.fixed,Kern,T69_lowN,lowN
0.217666149247998,0.290998261111923,0.0633404709340958,0.231021466084712,1,0.05,22,res.fixed.pcut_sum_T69_lowN_ts_L3Base.csv,res.fixed,L3Base,T69_lowN,lowN
0.0256490129631616,0.35552710339437,0.0091189192837175,0.324847286452279,1,0.05,15,res.fixed.pcut_sum_T69_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T69_lowN,lowN
0,0.127011794412037,0,0.127011794412037,0,0.05,27,res.fixed.pcut_sum_T69_lowN_ts_LMAD.csv,res.fixed,LMAD,T69_lowN,lowN
0,0.753708422917691,0,0.753708422917691,0,0.05,80,res.fixed.pcut_sum_T69_lowN_ts_LMAN.csv,res.fixed,LMAN,T69_lowN,lowN
0,0.295226440322457,0,0.295226440322457,0,0.05,33,res.fixed.pcut_sum_T69_stdN_ts_GRoot.csv,res.fixed,GRoot,T69_stdN,stdN
0.020238602551685,0.261321517871908,0.0052887823384126,0.242507564783325,1,0.05,34,res.fixed.pcut_sum_T69_stdN_ts_GShoot.csv,res.fixed,GShoot,T69_stdN,stdN
0,0.229192056143798,0,0.229192056143798,0,0.05,33,res.fixed.pcut_sum_T69_stdN_ts_Kern.csv,res.fixed,Kern,T69_stdN,stdN
0.0196459428991004,0.284484046367499,0.00558895733064093,0.284226497807735,1,0.05,23,res.fixed.pcut_sum_T69_stdN_ts_L3Base.csv,res.fixed,L3Base,T69_stdN,stdN
1,0.0176164697658947,0.0176164697658947,0,5,0.05,0,res.fixed.pcut_sum_T69_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T69_stdN,stdN
0,0.27016113432518,0,0.27016113432518,0,0.05,35,res.fixed.pcut_sum_T69_stdN_ts_LMAD.csv,res.fixed,LMAD,T69_stdN,stdN
0.139153817121237,0.11644905464379,0.0162043304538428,0.105594965615514,1,0.05,5,res.fixed.pcut_sum_T69_stdN_ts_LMAN.csv,res.fixed,LMAN,T69_stdN,stdN
0.122318314310078,0.499145402258287,0.0610546241998593,0.455711522686217,1,0.05,13,res.fixed.pcut_sum_T7_lowN_ts_GRoot.csv,res.fixed,GRoot,T7_lowN,lowN
0,0.614409752818895,0,0.614409752818895,0,0.05,31,res.fixed.pcut_sum_T7_lowN_ts_GShoot.csv,res.fixed,GShoot,T7_lowN,lowN
0,0.599521958591403,0,0.599521958591403,0,0.05,19,res.fixed.pcut_sum_T7_lowN_ts_Kern.csv,res.fixed,Kern,T7_lowN,lowN
0.0604917539782079,0.48359113602631,0.0292532760265457,0.4206707386373,6,0.05,46,res.fixed.pcut_sum_T7_lowN_ts_L3Base.csv,res.fixed,L3Base,T7_lowN,lowN
0.187150002790865,0.319050776035857,0.0597103536255382,0.239049432024587,3,0.05,18,res.fixed.pcut_sum_T7_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T7_lowN,lowN
0,0.244070571157198,0,0.244070571157198,0,0.05,6,res.fixed.pcut_sum_T7_lowN_ts_LMAD.csv,res.fixed,LMAD,T7_lowN,lowN
0,0.975734747269871,0,0.975734747269871,0,0.05,67,res.fixed.pcut_sum_T7_lowN_ts_LMAN.csv,res.fixed,LMAN,T7_lowN,lowN
0,0.00322660405076481,0,0.00322660405076481,0,0.05,32,res.fixed.pcut_sum_T70_stdN_ts_GRoot.csv,res.fixed,GRoot,T70_stdN,stdN
0,0.00211464461408807,0,0.00211464461408807,0,0.05,17,res.fixed.pcut_sum_T70_stdN_ts_GShoot.csv,res.fixed,GShoot,T70_stdN,stdN
0,0.0011136555206056,0,0.0011136555206056,0,0.05,16,res.fixed.pcut_sum_T70_stdN_ts_Kern.csv,res.fixed,Kern,T70_stdN,stdN
0.146897613264953,0.00364220695093673,0.000535031508109629,0.00244597592370786,2,0.05,32,res.fixed.pcut_sum_T70_stdN_ts_L3Base.csv,res.fixed,L3Base,T70_stdN,stdN
0.424743559310426,0.00179929198787574,0.000764237683169074,0.000922207395999286,2,0.05,9,res.fixed.pcut_sum_T70_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T70_stdN,stdN
0.0392654757268025,0.000590816498290287,2.31986908726117e-05,0.000544128320239688,1,0.05,19,res.fixed.pcut_sum_T70_stdN_ts_LMAD.csv,res.fixed,LMAD,T70_stdN,stdN
0.0356187237736539,0.00112332563625737,4.00114255457153e-05,0.00107244211373343,1,0.05,14,res.fixed.pcut_sum_T70_stdN_ts_LMAN.csv,res.fixed,LMAN,T70_stdN,stdN
0.154325776739973,1.31581067825104,0.203063504963843,1.2484090366398,1,0.05,33,res.fixed.pcut_sum_T71_lowN_ts_GRoot.csv,res.fixed,GRoot,T71_lowN,lowN
0,0.556038761180696,0,0.556038761180696,0,0.05,25,res.fixed.pcut_sum_T71_lowN_ts_GShoot.csv,res.fixed,GShoot,T71_lowN,lowN
NA,0,0,0,0,0.05,0,res.fixed.pcut_sum_T71_lowN_ts_Kern.csv,res.fixed,Kern,T71_lowN,lowN
1,0.372916707935022,0.372916707935022,0,8,0.05,0,res.fixed.pcut_sum_T71_lowN_ts_L3Base.csv,res.fixed,L3Base,T71_lowN,lowN
0.00625507658650458,1.285984974535,0.00804393450481054,1.23762408378593,1,0.05,28,res.fixed.pcut_sum_T71_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T71_lowN,lowN
0,1.07271023380173,0,1.07271023380173,0,0.05,30,res.fixed.pcut_sum_T71_lowN_ts_LMAD.csv,res.fixed,LMAD,T71_lowN,lowN
0.0484494702076792,0.702707135231627,0.0340457884131283,0.595343070917463,1,0.05,21,res.fixed.pcut_sum_T71_lowN_ts_LMAN.csv,res.fixed,LMAN,T71_lowN,lowN
0,0.00350234209474401,0,0.00350234209474401,0,0.05,14,res.fixed.pcut_sum_T71_stdN_ts_GRoot.csv,res.fixed,GRoot,T71_stdN,stdN
0.0414983700831137,0.00365871881169552,0.000151830867277791,0.00328320486939379,1,0.05,17,res.fixed.pcut_sum_T71_stdN_ts_GShoot.csv,res.fixed,GShoot,T71_stdN,stdN
0,0.00401031686066572,0,0.00401031686066572,0,0.05,10,res.fixed.pcut_sum_T71_stdN_ts_Kern.csv,res.fixed,Kern,T71_stdN,stdN
0,0.00697087267688188,0,0.00697087267688188,0,0.05,63,res.fixed.pcut_sum_T71_stdN_ts_L3Base.csv,res.fixed,L3Base,T71_stdN,stdN
0.0616895537771083,0.0037921517781112,0.000233936151046748,0.00288290490606108,3,0.05,35,res.fixed.pcut_sum_T71_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T71_stdN,stdN
0,0.00125481396413435,0,0.00125481396413435,0,0.05,11,res.fixed.pcut_sum_T71_stdN_ts_LMAD.csv,res.fixed,LMAD,T71_stdN,stdN
0,0.0049185032154879,0,0.0049185032154879,0,0.05,23,res.fixed.pcut_sum_T71_stdN_ts_LMAN.csv,res.fixed,LMAN,T71_stdN,stdN
0,3.39806394003937,0,3.39806394003937,0,0.05,69,res.fixed.pcut_sum_T72_lowN_ts_GRoot.csv,res.fixed,GRoot,T72_lowN,lowN
0,1.0979027037764,0,1.0979027037764,0,0.05,36,res.fixed.pcut_sum_T72_lowN_ts_GShoot.csv,res.fixed,GShoot,T72_lowN,lowN
0,0.538570496827826,0,0.538570496827826,0,0.05,5,res.fixed.pcut_sum_T72_lowN_ts_Kern.csv,res.fixed,Kern,T72_lowN,lowN
0,1.9584419112116,0,1.9584419112116,0,0.05,23,res.fixed.pcut_sum_T72_lowN_ts_L3Base.csv,res.fixed,L3Base,T72_lowN,lowN
0.136773990606839,0.358303406948529,0.0490065868163767,0.278115818202712,1,0.05,13,res.fixed.pcut_sum_T72_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T72_lowN,lowN
0,2.07736905954173,0,2.07736905954173,0,0.05,38,res.fixed.pcut_sum_T72_lowN_ts_LMAD.csv,res.fixed,LMAD,T72_lowN,lowN
0,2.95646601166526,0,2.95646601166526,0,0.05,31,res.fixed.pcut_sum_T72_lowN_ts_LMAN.csv,res.fixed,LMAN,T72_lowN,lowN
0,2.5170996539034,0,2.5170996539034,0,0.05,15,res.fixed.pcut_sum_T72_stdN_ts_GRoot.csv,res.fixed,GRoot,T72_stdN,stdN
0,2.09031643113542,0,2.09031643113542,0,0.05,11,res.fixed.pcut_sum_T72_stdN_ts_GShoot.csv,res.fixed,GShoot,T72_stdN,stdN
NA,0,0,0,0,0.05,0,res.fixed.pcut_sum_T72_stdN_ts_Kern.csv,res.fixed,Kern,T72_stdN,stdN
0.218202944872815,2.82355258186607,0.616107488366417,2.44223902802721,1,0.05,16,res.fixed.pcut_sum_T72_stdN_ts_L3Base.csv,res.fixed,L3Base,T72_stdN,stdN
0.153563501480729,3.02049636828296,0.463837998523358,2.37549459811068,1,0.05,16,res.fixed.pcut_sum_T72_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T72_stdN,stdN
1,0.137872440450284,0.137872440450284,0,1,0.05,0,res.fixed.pcut_sum_T72_stdN_ts_LMAD.csv,res.fixed,LMAD,T72_stdN,stdN
0.667013903755987,0.410251449039213,0.273643420545195,0.0906539388380488,1,0.05,1,res.fixed.pcut_sum_T72_stdN_ts_LMAN.csv,res.fixed,LMAN,T72_stdN,stdN
0,2.84675525309694,0,2.84675525309694,0,0.05,41,res.fixed.pcut_sum_T73_lowN_ts_GRoot.csv,res.fixed,GRoot,T73_lowN,lowN
0,3.66461298784881,0,3.66461298784881,0,0.05,57,res.fixed.pcut_sum_T73_lowN_ts_GShoot.csv,res.fixed,GShoot,T73_lowN,lowN
0,3.38920009249281,0,3.38920009249281,0,0.05,62,res.fixed.pcut_sum_T73_lowN_ts_Kern.csv,res.fixed,Kern,T73_lowN,lowN
0.0578723258881496,1.93187104786141,0.111801870855717,1.59865904917662,3,0.05,45,res.fixed.pcut_sum_T73_lowN_ts_L3Base.csv,res.fixed,L3Base,T73_lowN,lowN
0,3.14658048999684,0,3.14658048999684,0,0.05,38,res.fixed.pcut_sum_T73_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T73_lowN,lowN
0,0.708333233927228,0,0.708333233927228,0,0.05,8,res.fixed.pcut_sum_T73_lowN_ts_LMAD.csv,res.fixed,LMAD,T73_lowN,lowN
0,3.45076963260776,0,3.45076963260776,0,0.05,30,res.fixed.pcut_sum_T73_lowN_ts_LMAN.csv,res.fixed,LMAN,T73_lowN,lowN
0,1.79410227317202,0,1.79410227317202,0,0.05,67,res.fixed.pcut_sum_T73_stdN_ts_GRoot.csv,res.fixed,GRoot,T73_stdN,stdN
0,1.57983601819343,0,1.57983601819343,0,0.05,30,res.fixed.pcut_sum_T73_stdN_ts_GShoot.csv,res.fixed,GShoot,T73_stdN,stdN
0,1.43448042999635,0,1.43448042999635,0,0.05,27,res.fixed.pcut_sum_T73_stdN_ts_Kern.csv,res.fixed,Kern,T73_stdN,stdN
0,1.58589102535948,0,1.58589102535948,0,0.05,21,res.fixed.pcut_sum_T73_stdN_ts_L3Base.csv,res.fixed,L3Base,T73_stdN,stdN
0.368438439505101,0.923920434873411,0.340407803251634,0.48740343114647,8,0.05,36,res.fixed.pcut_sum_T73_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T73_stdN,stdN
0,1.53620239082158,0,1.53620239082158,0,0.05,54,res.fixed.pcut_sum_T73_stdN_ts_LMAD.csv,res.fixed,LMAD,T73_stdN,stdN
0,1.45252390174383,0,1.45252390174383,0,0.05,50,res.fixed.pcut_sum_T73_stdN_ts_LMAN.csv,res.fixed,LMAN,T73_stdN,stdN
0,0.0429532759243973,0,0.0429532759243973,0,0.05,26,res.fixed.pcut_sum_T74_lowN_ts_GRoot.csv,res.fixed,GRoot,T74_lowN,lowN
0,0.0463182319032152,0,0.0463182319032152,0,0.05,31,res.fixed.pcut_sum_T74_lowN_ts_GShoot.csv,res.fixed,GShoot,T74_lowN,lowN
0,0.14420816388835,0,0.14420816388835,0,0.05,69,res.fixed.pcut_sum_T74_lowN_ts_Kern.csv,res.fixed,Kern,T74_lowN,lowN
1,0.0301759577872916,0.0301759577872916,0,5,0.05,0,res.fixed.pcut_sum_T74_lowN_ts_L3Base.csv,res.fixed,L3Base,T74_lowN,lowN
0.47457097961444,0.0869190008280295,0.0412492353700663,0.0485604967439042,5,0.05,28,res.fixed.pcut_sum_T74_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T74_lowN,lowN
0,0.0180281975702439,0,0.0180281975702439,0,0.05,18,res.fixed.pcut_sum_T74_lowN_ts_LMAD.csv,res.fixed,LMAD,T74_lowN,lowN
0,0.09724594906074,0,0.09724594906074,0,0.05,15,res.fixed.pcut_sum_T74_lowN_ts_LMAN.csv,res.fixed,LMAN,T74_lowN,lowN
0,0.0785233751489564,0,0.0785233751489564,0,0.05,30,res.fixed.pcut_sum_T74_stdN_ts_GRoot.csv,res.fixed,GRoot,T74_stdN,stdN
0,0.0765201495642012,0,0.0765201495642012,0,0.05,32,res.fixed.pcut_sum_T74_stdN_ts_GShoot.csv,res.fixed,GShoot,T74_stdN,stdN
0.022821929874391,0.0644125981586642,0.00147001979820436,0.061718322065401,1,0.05,19,res.fixed.pcut_sum_T74_stdN_ts_Kern.csv,res.fixed,Kern,T74_stdN,stdN
0.327548892964549,0.0147853811671693,0.00484293523336518,0.00794892952310289,4,0.05,4,res.fixed.pcut_sum_T74_stdN_ts_L3Base.csv,res.fixed,L3Base,T74_stdN,stdN
0.166153468887016,0.101305898862093,0.016832326514654,0.0912424227865282,1,0.05,17,res.fixed.pcut_sum_T74_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T74_stdN,stdN
0,0.0732261536119379,0,0.0732261536119379,0,0.05,47,res.fixed.pcut_sum_T74_stdN_ts_LMAD.csv,res.fixed,LMAD,T74_stdN,stdN
0,0.0830522325106411,0,0.0830522325106411,0,0.05,30,res.fixed.pcut_sum_T74_stdN_ts_LMAN.csv,res.fixed,LMAN,T74_stdN,stdN
0,1.27232504016141,0,1.27232504016141,0,0.05,63,res.fixed.pcut_sum_T75_lowN_ts_GRoot.csv,res.fixed,GRoot,T75_lowN,lowN
0,1.06874773176194,0,1.06874773176194,0,0.05,20,res.fixed.pcut_sum_T75_lowN_ts_GShoot.csv,res.fixed,GShoot,T75_lowN,lowN
0,0.59666746212813,0,0.59666746212813,0,0.05,7,res.fixed.pcut_sum_T75_lowN_ts_Kern.csv,res.fixed,Kern,T75_lowN,lowN
0,0.954158159500461,0,0.954158159500461,0,0.05,66,res.fixed.pcut_sum_T75_lowN_ts_L3Base.csv,res.fixed,L3Base,T75_lowN,lowN
0,0.756641706314076,0,0.756641706314076,0,0.05,14,res.fixed.pcut_sum_T75_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T75_lowN,lowN
0,0.909696825428555,0,0.909696825428555,0,0.05,66,res.fixed.pcut_sum_T75_lowN_ts_LMAD.csv,res.fixed,LMAD,T75_lowN,lowN
0.0782558901703769,0.791120916791211,0.0619098715759009,0.698791931913977,2,0.05,14,res.fixed.pcut_sum_T75_lowN_ts_LMAN.csv,res.fixed,LMAN,T75_lowN,lowN
0,0.641248777668161,0,0.641248777668161,0,0.05,20,res.fixed.pcut_sum_T76_lowN_ts_GRoot.csv,res.fixed,GRoot,T76_lowN,lowN
0.0238589878318902,1.42442756289581,0.0339853998905401,1.38554281883435,1,0.05,18,res.fixed.pcut_sum_T76_lowN_ts_GShoot.csv,res.fixed,GShoot,T76_lowN,lowN
0.00782275759234317,1.8257480147498,0.0142823841440895,1.76076169341017,1,0.05,69,res.fixed.pcut_sum_T76_lowN_ts_Kern.csv,res.fixed,Kern,T76_lowN,lowN
1,2.4066132212553,2.4066132212553,0,5,0.05,0,res.fixed.pcut_sum_T76_lowN_ts_L3Base.csv,res.fixed,L3Base,T76_lowN,lowN
0.335236319756171,1.91708865238718,0.642677744472595,0.784787187576702,6,0.05,34,res.fixed.pcut_sum_T76_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T76_lowN,lowN
0,0.425704016607137,0,0.425704016607137,0,0.05,8,res.fixed.pcut_sum_T76_lowN_ts_LMAD.csv,res.fixed,LMAD,T76_lowN,lowN
1,0.0913332167241478,0.0913332167241478,0,2,0.05,0,res.fixed.pcut_sum_T76_lowN_ts_LMAN.csv,res.fixed,LMAN,T76_lowN,lowN
0,0.0312392908129535,0,0.0312392908129535,0,0.05,7,res.fixed.pcut_sum_T76_stdN_ts_GRoot.csv,res.fixed,GRoot,T76_stdN,stdN
0,0.0888062223406074,0,0.0888062223406074,0,0.05,27,res.fixed.pcut_sum_T76_stdN_ts_GShoot.csv,res.fixed,GShoot,T76_stdN,stdN
0,0.0658251172998464,0,0.0658251172998464,0,0.05,19,res.fixed.pcut_sum_T76_stdN_ts_Kern.csv,res.fixed,Kern,T76_stdN,stdN
0.169384833891104,0.0610788052604776,0.0103458232833131,0.0472864867411815,2,0.05,31,res.fixed.pcut_sum_T76_stdN_ts_L3Base.csv,res.fixed,L3Base,T76_stdN,stdN
0.294452281356159,0.0873536130159619,0.025721470637253,0.0510328784301149,2,0.05,11,res.fixed.pcut_sum_T76_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T76_stdN,stdN
0,0.061829387408861,0,0.061829387408861,0,0.05,44,res.fixed.pcut_sum_T76_stdN_ts_LMAD.csv,res.fixed,LMAD,T76_stdN,stdN
0,0.092752850278063,0,0.092752850278063,0,0.05,28,res.fixed.pcut_sum_T76_stdN_ts_LMAN.csv,res.fixed,LMAN,T76_stdN,stdN
0,0.236065292189228,0,0.236065292189228,0,0.05,22,res.fixed.pcut_sum_T77_lowN_ts_GRoot.csv,res.fixed,GRoot,T77_lowN,lowN
0,0.273699428207608,0,0.273699428207608,0,0.05,51,res.fixed.pcut_sum_T77_lowN_ts_GShoot.csv,res.fixed,GShoot,T77_lowN,lowN
0,0.218048015236667,0,0.218048015236667,0,0.05,30,res.fixed.pcut_sum_T77_lowN_ts_Kern.csv,res.fixed,Kern,T77_lowN,lowN
0,0.211375643144258,0,0.211375643144258,0,0.05,20,res.fixed.pcut_sum_T77_lowN_ts_L3Base.csv,res.fixed,L3Base,T77_lowN,lowN
0.0216344132159577,0.111699040972832,0.00241654320823244,0.1047062152101,1,0.05,36,res.fixed.pcut_sum_T77_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T77_lowN,lowN
0,0.204017600917275,0,0.204017600917275,0,0.05,28,res.fixed.pcut_sum_T77_lowN_ts_LMAD.csv,res.fixed,LMAD,T77_lowN,lowN
0,0.2552250653758,0,0.2552250653758,0,0.05,27,res.fixed.pcut_sum_T77_lowN_ts_LMAN.csv,res.fixed,LMAN,T77_lowN,lowN
0,0.105846269804322,0,0.105846269804322,0,0.05,17,res.fixed.pcut_sum_T77_stdN_ts_GRoot.csv,res.fixed,GRoot,T77_stdN,stdN
0.0875950983266931,0.0511022931782346,0.00447631039566696,0.0503964622117496,1,0.05,10,res.fixed.pcut_sum_T77_stdN_ts_GShoot.csv,res.fixed,GShoot,T77_stdN,stdN
0,0.155608926644108,0,0.155608926644108,0,0.05,15,res.fixed.pcut_sum_T77_stdN_ts_Kern.csv,res.fixed,Kern,T77_stdN,stdN
0,0.128380744707374,0,0.128380744707374,0,0.05,12,res.fixed.pcut_sum_T77_stdN_ts_L3Base.csv,res.fixed,L3Base,T77_stdN,stdN
0.236339689748115,0.0825186049042788,0.0195024214815246,0.0740350315322924,4,0.05,34,res.fixed.pcut_sum_T77_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T77_stdN,stdN
0.440950752192472,0.0070916933782625,0.00312708752946322,0.00489432819044455,1,0.05,1,res.fixed.pcut_sum_T77_stdN_ts_LMAD.csv,res.fixed,LMAD,T77_stdN,stdN
0,0.0717807278043077,0,0.0717807278043077,0,0.05,11,res.fixed.pcut_sum_T77_stdN_ts_LMAN.csv,res.fixed,LMAN,T77_stdN,stdN
0,0.296756345323352,0,0.296756345323352,0,0.05,26,res.fixed.pcut_sum_T78_lowN_ts_GRoot.csv,res.fixed,GRoot,T78_lowN,lowN
0,0.377851093693112,0,0.377851093693112,0,0.05,54,res.fixed.pcut_sum_T78_lowN_ts_GShoot.csv,res.fixed,GShoot,T78_lowN,lowN
0,0.271086916984361,0,0.271086916984361,0,0.05,12,res.fixed.pcut_sum_T78_lowN_ts_Kern.csv,res.fixed,Kern,T78_lowN,lowN
0.321603782230394,0.22298600084503,0.0717131412561915,0.142646751200215,2,0.05,20,res.fixed.pcut_sum_T78_lowN_ts_L3Base.csv,res.fixed,L3Base,T78_lowN,lowN
0,0.233954811978619,0,0.233954811978619,0,0.05,14,res.fixed.pcut_sum_T78_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T78_lowN,lowN
0,0.123334494366203,0,0.123334494366203,0,0.05,31,res.fixed.pcut_sum_T78_lowN_ts_LMAD.csv,res.fixed,LMAD,T78_lowN,lowN
0,0.162941333610695,0,0.162941333610695,0,0.05,9,res.fixed.pcut_sum_T78_lowN_ts_LMAN.csv,res.fixed,LMAN,T78_lowN,lowN
0,1.20352566552721,0,1.20352566552721,0,0.05,17,res.fixed.pcut_sum_T79_lowN_ts_GRoot.csv,res.fixed,GRoot,T79_lowN,lowN
0,1.79905214429999,0,1.79905214429999,0,0.05,15,res.fixed.pcut_sum_T79_lowN_ts_GShoot.csv,res.fixed,GShoot,T79_lowN,lowN
0,1.6789726790013,0,1.6789726790013,0,0.05,20,res.fixed.pcut_sum_T79_lowN_ts_Kern.csv,res.fixed,Kern,T79_lowN,lowN
0,0.989528476062383,0,0.989528476062383,0,0.05,11,res.fixed.pcut_sum_T79_lowN_ts_L3Base.csv,res.fixed,L3Base,T79_lowN,lowN
0.222087270560854,0.714296778174625,0.158636221835214,0.4781096954922,5,0.05,24,res.fixed.pcut_sum_T79_lowN_ts_L3Tip.csv,res.fixed,L3Tip,T79_lowN,lowN
0,1.69422511005793,0,1.69422511005793,0,0.05,14,res.fixed.pcut_sum_T79_lowN_ts_LMAD.csv,res.fixed,LMAD,T79_lowN,lowN
1,0.0934204550743958,0.0934204550743958,0,1,0.05,0,res.fixed.pcut_sum_T79_lowN_ts_LMAN.csv,res.fixed,LMAN,T79_lowN,lowN
0,9.3834342519363e-17,0,9.3834342519363e-17,0,0.05,17,res.fixed.pcut_sum_T79_stdN_ts_GRoot.csv,res.fixed,GRoot,T79_stdN,stdN
0,1.14868412578918e-16,0,1.14868412578918e-16,0,0.05,29,res.fixed.pcut_sum_T79_stdN_ts_GShoot.csv,res.fixed,GShoot,T79_stdN,stdN
0,1.44820202063942e-16,0,1.44820202063942e-16,0,0.05,63,res.fixed.pcut_sum_T79_stdN_ts_Kern.csv,res.fixed,Kern,T79_stdN,stdN
0.0199468013942217,1.19910779600579e-16,2.39183650571904e-18,1.14176193232605e-16,1,0.05,29,res.fixed.pcut_sum_T79_stdN_ts_L3Base.csv,res.fixed,L3Base,T79_stdN,stdN
0.291674247415914,8.5330829423849e-17,2.48888054535769e-17,5.79245908818674e-17,3,0.05,14,res.fixed.pcut_sum_T79_stdN_ts_L3Tip.csv,res.fixed,L3Tip,T79_stdN,stdN
