ASV,stdN,lowN,total_counts,ratioN,Kingdom,Phylum,Class,Order,Family,Genus,Species,taxa,man_taxa
asv_006382,4508,820,5328,5.497560976,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_006237,3206,2277,5483,1.407992973,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_007250,2376,2206,4582,1.077062557,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_003313,4042,6513,10555,0.620604944,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_007536,2517,1863,4380,1.351046699,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_004512,3521,4212,7733,0.835944919,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_002732,5581,7054,12635,0.791182308,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_004492,3109,4655,7764,0.667883996,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_007641,2366,1934,4300,1.223371251,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_003498,5580,4393,9973,1.270202595,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_003805,5316,3849,9165,1.381137958,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_002740,8099,4510,12609,1.79578714,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_001956,7790,9401,17191,0.828635252,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_001169,13433,13018,26451,1.031878937,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_002164,7777,7957,15734,0.977378409,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_002688,11438,1382,12820,8.276410999,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_005080,3646,3211,6857,1.135471816,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_005034,5523,1400,6923,3.945,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_002063,7194,9231,16425,0.779330517,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_005408,3851,2525,6376,1.525148515,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_006350,2282,3080,5362,0.740909091,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_003020,4718,6769,11487,0.697001034,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_003389,5679,4613,10292,1.231086061,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_001503,9281,12403,21684,0.748286705,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_003739,4434,4885,9319,0.907676561,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_002671,7834,5042,12876,1.553748512,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_004061,5694,2897,8591,1.965481533,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA,Mycobacterium,Mycobacterium
asv_001126,16976,10556,27532,1.608184919,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_001339,14943,8943,23886,1.6709158,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000792,21519,15461,36980,1.391824591,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000335,41626,26344,67970,1.580094139,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000847,25706,9288,34994,2.767657192,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_001091,22791,5419,28210,4.20575752,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000579,30273,15064,45337,2.009625597,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000489,32908,18388,51296,1.789645421,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_001454,13608,8803,22411,1.545836647,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000687,25744,14688,40432,1.752723312,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_001205,16338,9396,25734,1.738825032,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000542,31394,15789,47183,1.988346317,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_001393,18572,4631,23203,4.010364932,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_001100,18281,9754,28035,1.874205454,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_001302,15691,8747,24438,1.793872185,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000921,19972,12863,32835,1.55267045,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000607,29503,14369,43872,2.053239613,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000377,40120,21715,61835,1.847570804,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000455,37141,16738,53879,2.218962839,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000697,24901,15167,40068,1.641788093,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000944,19890,12243,32133,1.624601813,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000294,48199,25596,73795,1.883067667,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000565,36834,9102,45936,4.0468029,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_000408,38284,21060,59344,1.817853751,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA,f_LWQ8,f_LWQ8
asv_001589,4989,15836,20825,0.315041677,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,Pseudonocardia,Pseudonocardia
asv_003467,2202,7901,10103,0.278698899,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,Pseudonocardia,Pseudonocardia
asv_003733,3540,5792,9332,0.611187845,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,Pseudonocardia,Pseudonocardia
asv_002196,5040,10504,15544,0.479817212,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,Pseudonocardia,Pseudonocardia
asv_002589,4338,8935,13273,0.485506435,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,Pseudonocardia,Pseudonocardia
asv_003449,3480,6671,10151,0.52166092,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,Pseudonocardia,Pseudonocardia
asv_001063,11051,17695,28746,0.624526702,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,Pseudonocardia,Pseudonocardia
asv_002176,5862,9824,15686,0.596701954,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,Pseudonocardia,Pseudonocardia
asv_003556,5225,4578,9803,1.141328091,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,Pseudonocardia,Pseudonocardia
asv_001922,9496,7936,17432,1.196572581,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,Pseudonocardia,Pseudonocardia
asv_001551,8585,12497,21082,0.686964872,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,Pseudonocardia,Pseudonocardia
asv_003258,5143,5576,10719,0.922345768,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA,Pseudonocardia,Pseudonocardia
asv_003518,6783,3133,9916,2.165017555,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,mediterranei,Amycolatopsis,Amycolatopsis mediterranei
asv_002946,11639,140,11779,83.13571429,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,mediterranei,Amycolatopsis,Amycolatopsis mediterranei
asv_001909,12167,5412,17579,2.248152254,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,mediterranei,Amycolatopsis,Amycolatopsis mediterranei
asv_001176,13071,13245,26316,0.986862967,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,mediterranei,Amycolatopsis,Amycolatopsis mediterranei
asv_002508,7982,5694,13676,1.401826484,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,mediterranei,Amycolatopsis,Amycolatopsis mediterranei
asv_002165,8884,6849,15733,1.297123668,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,mediterranei,Amycolatopsis,Amycolatopsis mediterranei
asv_003223,9224,1605,10829,5.747040498,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,mediterranei,Amycolatopsis,Amycolatopsis mediterranei
asv_002543,6024,7480,13504,0.805347594,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,balhimycina,Amycolatopsis,Amycolatopsis mediterranei
asv_003039,6889,4530,11419,1.520750552,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,mediterranei,Amycolatopsis,Amycolatopsis mediterranei
asv_000549,26886,19778,46664,1.35938922,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,mediterranei,Amycolatopsis,Amycolatopsis mediterranei
asv_001820,17421,944,18365,18.45444915,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,mediterranei,Amycolatopsis,Amycolatopsis mediterranei
asv_001437,12387,10219,22606,1.212153831,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,mediterranei,Amycolatopsis,Amycolatopsis mediterranei
asv_002240,11911,3294,15205,3.615968427,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_001324,13745,10366,24111,1.325969516,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_001719,13528,5847,19375,2.313665127,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_001628,11272,9024,20296,1.249113475,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000982,15761,15131,30892,1.041636376,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_001793,11129,7472,18601,1.489427195,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000775,19563,18092,37655,1.081306655,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_001049,17901,11233,29134,1.593608119,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000889,19179,14612,33791,1.312551328,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_001367,13669,9855,23524,1.387011669,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000668,22242,19073,41315,1.166151104,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000626,26479,16552,43031,1.599746254,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000522,38332,10214,48546,3.752888193,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000398,35441,24639,60080,1.43841065,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000272,44890,32934,77824,1.363029088,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000872,28598,5627,34225,5.082281855,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000540,29290,17981,47271,1.628941661,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000709,29698,10107,39805,2.938359553,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000766,22326,15516,37842,1.438901779,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000509,29419,20515,49934,1.434023885,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000420,32110,26106,58216,1.229985444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_000822,23648,12242,35890,1.931710505,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,ananatis,Pantoea,Pantoea ananatis
asv_000314,39135,31697,70832,1.234659431,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,NA,Pantoea,Pantoea ananatis
asv_008764,1230,2392,3622,0.514214047,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_006289,1804,3616,5420,0.498893805,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_003262,1815,8895,10710,0.204047218,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_003552,1736,8078,9814,0.214904679,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_004496,1515,6247,7762,0.242516408,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_002260,3643,11447,15090,0.318249323,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_008954,841,2686,3527,0.313104989,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_004364,2921,5066,7987,0.576589025,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_004479,3285,4502,7787,0.7296757,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_002557,5825,7637,13462,0.762734058,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_001372,6669,16787,23456,0.397271698,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_000862,11442,23089,34531,0.495560657,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_003968,7470,1340,8810,5.574626866,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_001923,5324,12076,17400,0.440874462,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_006024,1937,3734,5671,0.518746652,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_002569,1746,11661,13407,0.149729869,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_006377,1159,4172,5331,0.27780441,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_002593,4380,8882,13262,0.493132177,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_002499,5929,7793,13722,0.760810984,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_001175,5430,20899,26329,0.259821044,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_001596,5388,15302,20690,0.352110835,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_004621,2819,4747,7566,0.593848747,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA,f_A21b,f_A21b
asv_004125,3434,5020,8454,0.684063745,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_001995,6152,10824,16976,0.568366593,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_000937,12941,19361,32302,0.668405558,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_001958,8176,8998,17174,0.908646366,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_002902,4402,7543,11945,0.583587432,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_003249,10000,741,10741,13.49527665,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_002680,5666,7195,12861,0.787491313,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_001651,10661,9427,20088,1.130900605,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_001918,15735,1774,17509,8.869785795,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_004432,2635,5228,7863,0.504016832,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_003499,4676,5295,9971,0.883097262,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_001479,7116,14868,21984,0.478611784,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_007671,1755,2527,4282,0.694499406,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_002204,5606,9859,15465,0.568617507,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_004295,7061,1054,8115,6.699240987,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_002111,6673,9426,16099,0.707935498,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_001544,9404,11828,21232,0.795062563,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_000640,15893,26618,42511,0.597077166,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_001019,12840,16955,29795,0.757298732,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_000492,24196,26892,51088,0.899747137,Bacteria,Actinobacteriota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila,Catenulispora,Catenulispora acidiphila
asv_004587,3088,4531,7619,0.681527257,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_003362,5354,5055,10409,1.059149357,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_001766,6633,12176,18809,0.544760184,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_004093,1807,6719,8526,0.26893883,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_005491,1657,4625,6282,0.35827027,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_002245,5366,9797,15163,0.547718689,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_001011,10791,19409,30200,0.555979185,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_007507,968,3439,4407,0.281477174,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_003202,3980,6907,10887,0.576227016,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_003494,3979,6009,9988,0.662173407,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_001220,6729,18736,25465,0.359148164,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_004756,1414,5923,7337,0.238730373,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_002751,2374,10186,12560,0.233064991,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_002060,4476,11981,16457,0.37359152,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_003277,3473,7176,10649,0.483974359,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_004057,3032,5565,8597,0.544833783,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_002323,4820,9927,14747,0.485544475,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
asv_003737,2562,6762,9324,0.378881988,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA,Acidothermus,Acidothermus
